GENE	GENE_SYMBOL	ASD_2019	ADHD_2019	SCZ_2020	BD_2019	OCD_2018	AN_2019	TS_2019	MDD_2018	NEUROT_2018	IQ_2018	AD_2019	PD_2014
6599	SMARCC1	0.024832	0.0014722	0.1417	0.17155	0.5535	0.13901	0.02792	0.47155	0.44936	0.031625	0.38451	0.25011
22907	DHX30	0.010813	0.0011394	0.065227	0.18162	0.54028	0.079708	0.025788	0.86438	0.63018	0.026901	0.5804	0.28177
4134	MAP4	0.0028873	0.0044065	0.017972	0.045	0.20845	0.35374	0.060135	0.67253	0.55345	0.0076677	0.60561	0.24696
993	CDC25A	0.025757	0.38832	0.00014105	0.17478	0.68364	0.22236	0.83156	0.43166	0.1761	0.15455	0.35319	0.0037547
820	CAMP	0.15468	0.46857	0.011152	0.55854	0.56434	0.59846	0.8603	0.53132	0.35994	0.14339	0.35859	0.0118
51385	ZNF589	0.013445	0.29486	0.0001077	0.20982	0.66521	0.095759	0.86989	0.2749	0.14845	0.059051	0.39341	0.017536
10201	NME6	0.023088	0.30718	0.00052714	0.098785	0.63334	0.31784	0.83308	0.20411	0.12866	0.35247	0.11402	0.024441
646424	SPINK8	0.023242	0.24386	0.00042766	0.11262	0.61503	0.37635	0.65376	0.17881	0.1176	0.19743	0.1136	0.019991
285231	FBXW12	0.62198	0.41283	0.61293	0.30982	0.41195	0.019404	0.12659	0.053553	0.034652	0.43279	0.6103	0.97454
5364	PLXNB1	0.50906	0.52753	0.31436	0.55415	0.41183	0.0045134	0.081518	0.062046	0.050512	0.036817	0.3209	0.4862
79714	CCDC51	0.80891	0.23888	0.72445	0.38528	0.73835	0.023163	0.17117	0.076499	0.026007	0.106	0.38856	0.70815
51372	TMA7	0.70916	0.51686	0.69793	0.26393	0.44579	0.017732	0.15919	0.092212	0.033869	0.55009	0.45709	0.64869
84126	ATRIP	0.79557	0.51797	0.53001	0.23284	0.82107	0.015612	0.10281	0.0406	0.036113	0.27563	0.98037	0.674
11277	TREX1	0.91324	0.76572	0.11445	0.12273	0.93248	0.024004	0.070884	0.019757	0.08323	0.50479	0.72786	0.63114
51246	SHISA5	0.46481	0.38873	0.74464	0.62909	0.97057	0.037455	0.38073	0.40149	0.35521	0.00020954	0.45807	0.019993
5210	PFKFB4	0.412	0.22365	0.22749	0.56668	0.91525	0.037645	0.74816	0.28941	0.22105	5.5493e-05	0.93131	0.0051249
90226	UCN2	0.39947	0.22293	0.54736	0.05723	0.60799	0.0012815	0.9054	0.8725	0.092115	0.0059553	0.56492	0.016275
1294	COL7A1	0.10666	0.11166	0.018204	0.73584	0.65349	6.9355e-05	0.21832	0.088063	0.17642	6.7176e-06	0.34881	0.0038005
7384	UQCRC1	0.2474	0.29079	0.02658	0.31634	0.80385	7.5704e-05	0.26406	0.52535	0.056737	5.635e-05	0.91149	0.02185
440955	TMEM89	0.33406	0.36724	0.0040741	0.56603	0.20062	0.00033911	0.085608	0.13179	0.009689	0.00031418	0.47365	0.89913
65010	SLC26A6	0.011202	0.79596	2.2985e-05	0.24212	0.075372	1.4377e-10	0.016566	0.35151	0.32124	1.049e-07	0.56046	0.8616
1951	CELSR3	0.0036536	0.36862	1.2609e-05	0.21627	0.16713	1.706e-12	0.018118	0.31206	0.42458	1.3526e-08	0.68115	0.63089
51517	NCKIPSD	0.001408	0.1388	1.0975e-05	0.26681	0.16878	2.72e-15	0.0044625	0.20149	0.18502	9.3145e-09	0.47055	0.57716
51447	IP6K2	0.0031709	0.031364	1.9876e-05	0.089219	0.47965	3.289e-13	0.0014075	0.17247	0.16935	9.1798e-09	0.16884	0.41514
5576	PRKAR2A	0.02579	0.0010485	0.00068033	0.030034	0.70777	3.8336e-09	0.019922	0.039272	0.027602	9.66e-07	0.29278	0.61593
788	SLC25A20	0.050532	0.0012849	0.0014003	0.066639	0.74844	1.8116e-07	0.016122	0.046562	0.021069	0.0001508	0.43772	0.50509
646450	ARIH2OS	0.010092	0.0015485	0.0023461	0.31962	0.86718	7.9134e-06	0.050836	0.0082608	0.067994	0.44932	0.25571	0.4348
10425	ARIH2	0.016808	0.0012017	0.00049375	0.051993	0.89107	1.481e-08	0.013168	0.014374	0.022188	1.8727e-06	0.24108	0.56647
54681	P4HTM	0.043191	0.0023489	0.0012104	0.10547	0.93165	1.9498e-07	0.031079	0.038027	0.06248	3.7622e-06	0.1208	0.52912
11180	WDR6	0.026144	0.0031586	0.00066202	0.012166	0.98083	3.3342e-08	0.017566	0.059835	0.11105	3.301e-07	0.232	0.37834
55152	DALRD3	0.26136	0.01415	0.041333	0.015172	0.56802	0.005319	0.12016	0.053121	0.00097732	4.2052e-07	0.28716	0.38617
25915	NDUFAF3	0.25634	0.071386	0.41158	0.11725	0.28072	0.52226	0.14242	0.12475	0.0012339	5.1761e-08	0.14132	0.4844
3615	IMPDH2	0.0037314	0.0042724	0.0011506	0.2252	0.52731	6.6766e-11	0.014943	0.29971	0.13668	2.3126e-13	0.10035	0.79211
54870	QRICH1	0.0051037	0.0015447	9.2227e-05	0.042329	0.81532	1.1834e-10	0.012847	0.029906	0.0071017	2.2158e-11	0.29372	0.79182
5859	QARS	0.00382	0.00086541	9.6226e-05	0.035964	0.91337	7.256e-12	0.0091602	0.062451	0.026491	2.2206e-07	0.11003	0.71385
10869	USP19	0.01425	0.00035528	0.00058616	0.043179	0.99206	2.9282e-08	0.037593	0.010077	0.015514	4.7231e-06	0.64324	0.76388
3913	LAMB2	0.078034	0.00034788	0.095985	0.43862	0.51178	0.0010254	0.42403	0.00091524	0.00015101	3.3377e-08	0.86991	0.063353
64925	CCDC71	0.00034473	7.5942e-05	8.6828e-05	0.030328	0.88742	6.592e-09	0.031706	0.0004412	0.00076797	0.00050353	0.86258	0.61207
200942	KLHDC8B	0.0027938	0.00074035	0.00038138	0.035436	0.84375	1.5615e-09	0.018889	0.00064862	0.0011486	5.1353e-13	0.37067	0.8814
646498	C3orf84	0.0036627	0.00022057	0.0009818	0.082606	0.79687	5.8105e-08	0.072014	0.00011978	0.00053262	1.0074e-09	0.55188	0.71296
339834	CCDC36	0.00075626	0.00013531	4.699e-05	0.078988	0.86393	2.2922e-12	0.027515	0.00037495	0.00062371	7.4668e-12	0.55391	0.72698
375341	C3orf62	0.00043043	0.00077455	0.00016174	0.15806	0.66318	3.752e-13	0.025033	0.0093097	0.028103	2.9154e-13	0.28111	0.68718
7375	USP4	0.0055409	0.00017212	0.00015622	0.15504	0.91536	6.5207e-09	0.0092867	0.010066	0.0091896	6.0638e-12	0.17855	0.57665
2876	GPX1	0.01943	0.11386	0.022148	0.57274	0.2752	2.431e-05	0.060464	0.0042367	0.0019704	4.1633e-15	0.084731	0.72217
387	RHOA	0.011022	0.00084021	0.0029508	0.043394	0.51598	4.575e-06	0.046751	0.00044162	0.00050348	3.8913e-14	0.50652	0.46838
6988	TCTA	0.013533	0.0011326	0.012874	0.11568	0.37758	9.7577e-06	0.061329	0.00031825	0.00049996	3.3862e-15	0.13588	0.42577
275	AMT	0.0089849	0.015839	0.0048332	0.1074	0.3041	7.0778e-07	0.022984	0.007234	0.0017502	1.2361e-10	0.23024	0.48201
84276	NICN1	0.0015034	0.00035291	0.0011109	0.062609	0.46241	9.1034e-07	0.029552	0.0038693	0.010926	3.7192e-15	0.28868	0.41116
1605	DAG1	0.008435	0.0019774	0.0042354	0.060927	0.4057	2.3323e-07	0.033463	0.002316	0.0018405	5e-10	0.393	0.51882
8927	BSN	0.0096032	2.4827e-05	0.0050657	0.010026	0.41484	3.7703e-07	0.0084175	0.00024455	0.0014041	4.1633e-14	0.47407	0.24683
327	APEH	0.009971	0.0016724	0.0061196	0.025272	0.45608	6.813e-07	0.0027529	0.0083716	0.01799	4.774e-15	0.77458	0.13976
4485	MST1	0.013759	0.00029272	0.0064477	0.021557	0.67211	2.9457e-06	0.0039341	0.0078216	0.0043418	1.7764e-15	0.59399	0.068999
63891	RNF123	0.022156	0.0017222	0.001842	0.055224	0.282	1.7454e-06	0.054814	0.0016561	0.00035972	5e-10	0.01351	0.27723
386724	AMIGO3	0.051676	3.1749e-05	0.017277	0.017338	0.58186	0.0096254	0.044558	0.0011485	0.0045276	3.5124e-12	0.21811	0.1014
29925	GMPPB	0.044672	0.0075168	0.010432	0.19057	0.11833	4.1888e-05	0.31056	0.0095509	0.0013562	5.4401e-15	0.0081665	0.12483
9807	IP6K1	0.059097	0.00048341	0.0048241	0.050313	0.24127	2.3758e-05	0.1143	0.0012092	0.00032467	4.885e-15	0.016651	0.38567
389118	CDHR4	0.012477	5.1444e-05	0.0017742	0.024147	0.49677	0.00012159	0.049111	0.00028587	0.00021437	1.7764e-15	0.018394	0.11419
389119	FAM212A	0.21766	0.11419	0.10755	0.44428	0.3239	7.7433e-05	0.63525	0.11332	0.0072376	5e-10	0.0038863	0.9349
7318	UBA7	0.024758	0.0004315	0.0014689	0.066552	0.30786	1.9159e-05	0.11322	0.0042535	0.00038475	2.5979e-14	0.0049324	0.27535
10293	TRAIP	0.015716	0.0002394	0.00088511	0.026359	0.28792	2.3301e-06	0.080063	0.0020842	0.00049113	1.0214e-14	0.0090531	0.29945
79012	CAMKV	0.021117	0.00039047	1.2453e-05	0.14635	0.46771	4.5479e-07	0.43873	0.0021245	0.0053687	5e-10	0.11502	0.69707
4486	MST1R	0.033686	0.028153	7.6109e-07	0.052241	0.46034	0.00012998	0.63799	0.006343	0.01991	5e-10	0.052644	0.73511
84315	MON1A	0.040643	0.021717	8.9387e-06	0.034022	0.13035	0.00042666	0.97711	0.0087729	0.011831	5.7532e-13	0.040618	0.33159
10180	RBM6	0.017199	0.02953	2.3279e-07	0.028041	0.59415	1.9129e-05	0.57943	0.014849	0.0047508	4.1355e-13	0.036436	0.56058
10181	RBM5	0.016899	0.013002	2.5425e-05	0.045983	0.45447	7.3073e-05	0.8245	0.04622	0.0037772	4.3743e-14	0.040246	0.27493
6405	SEMA3F	0.1117	0.00066365	0.04115	0.031067	0.62099	0.0087709	0.41932	0.073246	0.00138	1.6376e-14	0.0029691	0.46743
2779	GNAT1	0.028528	0.0026544	0.032413	0.035449	0.55608	0.0036201	0.21746	0.35648	0.0093837	5.4073e-13	0.0083338	0.45606
10991	SLC38A3	0.31025	0.00064877	0.0069975	0.074428	0.90662	0.34112	0.60821	0.41117	0.0080813	7.436e-09	0.012168	0.57667
2771	GNAI2	0.17509	0.0081104	6.9924e-07	0.051313	0.95133	0.045244	0.15703	0.10132	5.2418e-05	0.0026698	0.34582	0.5155
7869	SEMA3B	0.17372	0.00046879	0.13798	0.29318	0.31477	0.48557	0.62539	0.74042	0.0010892	0.046754	0.23831	0.23331
132228	LSMEM2	0.0117	0.0037667	0.00082679	0.85086	0.86624	1.2312e-05	0.1834	0.23049	0.00017901	0.13857	0.5466	0.10255
7866	IFRD2	0.065732	0.0091456	4.2647e-05	0.13689	0.93799	0.061191	0.77746	0.12602	5.4342e-05	0.12649	0.21493	0.18325
8372	HYAL3	0.23099	9.2843e-06	1.2908e-06	0.046269	0.85944	0.061648	0.6693	0.17623	0.011227	0.03771	0.28757	0.21743
24142	NAT6	0.32183	1.9297e-05	0.00014222	0.57388	0.8092	0.54936	0.78447	0.19187	0.15546	0.015115	0.54579	0.16992
3373	HYAL1	0.18561	0.00014881	0.029546	0.7443	0.40417	0.43236	0.88583	0.047541	0.0028263	0.005296	0.78378	0.15287
8692	HYAL2	0.63733	0.038606	3.9307e-07	0.13346	0.9206	0.20199	0.33811	0.19944	0.0021251	0.30922	0.18115	0.14339
11334	TUSC2	0.0059796	0.000107	0.0012802	0.27887	0.16332	1.1548e-06	0.0016643	0.82711	0.43758	2.1124e-05	0.43444	0.21837
11186	RASSF1	0.1337	0.0032288	0.0014266	0.59331	0.98905	0.28084	0.62778	0.1203	4.0853e-05	0.0076295	0.58961	0.1197
51364	ZMYND10	0.16464	0.017385	0.0011597	0.84282	0.90404	0.72821	0.88431	0.23971	0.0013218	0.033656	0.60666	0.071379
10641	NPRL2	0.010208	0.00071052	1.4483e-06	0.32293	0.51253	2.554e-05	0.0055499	0.27774	0.061333	0.012988	0.32922	0.074311
11068	CYB561D2	0.018007	0.0014868	2.7384e-06	0.31682	0.61711	4.4698e-05	0.00052505	0.37327	0.0561	0.0041616	0.43129	0.074793
11070	TMEM115	0.21429	0.012439	0.39112	0.83309	0.97277	0.47422	0.18458	0.21277	0.0064679	0.79614	0.6544	0.067599
9254	CACNA2D2	0.25786	0.11455	0.0014387	0.019113	0.95598	0.013211	0.3308	0.20779	0.005829	1.0835e-05	0.18659	0.25163
51161	C3orf18	0.21228	0.13267	0.073293	0.17784	0.86993	0.046895	0.065106	0.18477	0.4538	0.00097677	0.51782	0.35032
51409	HEMK1	0.45782	0.48522	0.10184	0.18343	0.92189	0.04635	0.061194	0.52034	0.65081	0.00097649	0.69402	0.32566
1154	CISH	0.67111	0.1646	0.14215	0.21097	0.85126	0.093648	0.03215	0.64956	0.58395	0.0001849	0.77346	0.58998
7867	MAPKAPK3	0.42946	0.089079	0.097614	0.25424	0.97106	0.047337	0.024985	0.4166	0.86557	2.346e-05	0.67541	0.36463
1795	DOCK3	0.27905	0.2131	0.066071	0.38541	0.80892	0.069877	0.061585	0.076171	0.63578	0.0075154	0.45212	0.5717
7873	MANF	0.14783	0.75701	0.016091	0.56367	0.028161	0.71584	0.92894	0.27209	0.18946	0.70701	0.41833	0.154
29890	RBM15B	0.32154	0.055812	0.0017006	0.078546	0.11408	0.20916	0.90645	0.35564	0.16645	0.70104	0.40066	0.25651
9730	VPRBP	0.1555	0.20405	0.0057345	0.17864	0.066898	0.3644	0.23096	0.086845	0.19573	0.057046	0.51365	0.13133
23132	RAD54L2	0.10818	0.11487	0.0034314	0.43342	0.15507	0.12129	0.11413	0.16568	0.24699	0.072903	0.79784	0.12163
51368	TEX264	0.10799	0.1522	0.0092513	0.71423	0.20532	0.37832	0.085952	0.3014	0.37367	0.025418	0.47546	0.14419
2912	GRM2	0.1398	0.014601	0.20181	0.45535	0.68281	0.45066	0.080191	0.8451	0.18439	0.0057157	0.61901	NA
440956	IQCF6	0.44808	0.68435	0.25118	0.21209	0.7449	0.16973	0.64782	0.43975	0.23816	0.090613	0.67702	0.025271
401067	IQCF3	0.98595	0.31026	0.16973	0.058926	0.42343	0.036896	0.78451	0.094934	0.86883	0.068691	0.69599	0.17609
389123	IQCF2	0.63005	0.014713	0.20037	0.20837	0.91568	0.15064	0.89408	0.12102	0.12943	0.21323	0.2116	0.069858
389124	IQCF5	0.86196	0.019685	0.39761	0.35653	0.83979	0.20245	0.64438	0.15736	0.09337	0.10831	0.87924	0.097604
132141	IQCF1	0.369	0.044075	0.25302	0.72902	0.85873	0.40383	0.34081	0.49163	0.034432	0.19042	0.18568	0.047582
9136	RRP9	0.60746	0.10192	0.1671	0.13419	0.3919	0.81361	0.36518	0.67779	0.11612	0.13783	0.0055619	0.065305
10039	PARP3	0.33944	0.057797	0.032057	0.19489	0.44585	0.5867	0.093195	0.77658	0.71212	0.25108	0.10594	0.053539
118442	GPR62	0.0045165	0.28238	0.15682	0.37359	0.71718	0.22472	0.18806	0.15638	0.009704	0.15398	0.41301	0.7119
57060	PCBP4	0.056992	0.28238	0.17423	0.59239	0.29874	0.37225	0.27383	0.72622	0.3101	0.24723	0.27617	0.7119
84836	ABHD14B	0.93615	0.0615	0.68312	0.56761	0.53646	NA	0.12602	0.71004	0.2116	0.49245	0.016219	NA
25864	ABHD14A	0.42791	0.005804	0.1104	0.19168	0.78343	0.45731	0.24657	0.51077	0.59838	0.33078	0.009811	NA
95	ACY1	0.78655	0.23067	0.11567	0.42581	0.41949	0.2931	0.51165	0.88563	0.52794	0.099161	0.16032	0.51183
6159	RPL29	0.99168	0.0022518	0.011072	0.1454	0.67539	0.30668	0.41752	0.080498	0.0099764	0.28969	0.40319	NA
1849	DUSP7	0.061085	0.30489	0.0006891	0.74952	0.81872	0.70426	0.087739	0.52318	0.37494	0.018037	0.13118	0.92639
25886	POC1A	0.019111	0.44664	0.00036169	0.16343	0.7809	0.80907	0.047171	0.94094	0.72419	0.025794	0.27621	0.98709
211	ALAS1	0.05629	0.71252	1.6037e-11	6.9141e-05	0.62421	0.35823	0.12075	0.29854	0.0048982	0.00032772	0.12965	0.3707
54106	TLR9	0.096043	0.48241	5.5241e-11	0.00025582	0.58	0.72857	0.3777	0.24041	0.038345	0.00053069	0.51825	0.1944
11344	TWF2	0.11477	0.31512	1.1454e-06	0.027695	0.71879	0.72894	0.68347	0.23407	0.30455	0.034933	0.15156	0.078595
132160	PPM1M	0.18407	0.21837	1.6499e-05	0.0098825	0.53784	0.5598	0.17731	0.019522	0.055402	0.014771	0.35168	0.63357
80335	WDR82	0.047502	0.2029	9.1897e-08	0.0019244	0.81518	0.53827	0.47096	0.11424	0.027042	0.0076524	0.073427	0.2919
132158	GLYCTK	0.12266	0.45966	1.6123e-08	0.0045222	0.8349	0.86625	0.54486	0.2141	0.11131	0.010505	0.029767	0.046325
25981	DNAH1	0.093895	0.11418	0.00087191	0.13854	0.90758	0.65811	0.81695	0.61775	0.77715	0.10073	0.19659	0.13078
8314	BAP1	0.24811	0.067852	0.0024765	0.19786	0.92732	0.31292	0.27194	0.97291	0.89671	0.35716	0.64103	0.02546
51533	PHF7	0.17845	0.55282	9.0221e-09	0.049237	0.94662	0.55036	0.60798	0.32587	0.50218	0.012219	0.43517	0.012034
56920	SEMA3G	0.036494	0.20326	7.9757e-08	0.011024	0.86282	0.34433	0.57844	0.18149	0.17967	0.054416	0.11551	0.093416
7134	TNNC1	0.19363	0.32106	0.00010556	0.12283	0.56232	0.54621	0.56733	0.41351	0.40369	0.38671	0.28792	0.014079
11188	NISCH	0.067678	0.13906	0.00068902	0.20668	0.60784	0.30047	0.42154	0.72301	0.54129	0.28689	0.50193	0.011071
23166	STAB1	0.0025084	0.36461	1.5044e-14	0.0015448	0.38912	0.25864	0.12254	0.072212	0.055849	1.4548e-08	0.3999	0.076665
64943	NT5DC2	0.0027249	0.16796	2.387e-15	6.3332e-05	0.42811	0.30033	0.15786	0.01557	0.015242	4.056e-12	0.52521	0.26563
440957	SMIM4	0.027139	0.092075	6.366e-09	0.0027641	0.87459	0.4821	0.27276	0.054282	0.031183	2.9047e-08	0.62575	0.76969
55193	PBRM1	0.0027416	0.3899	1.5961e-10	9.9793e-08	0.47297	0.70424	0.17709	0.0068121	0.0069886	4.0145e-11	0.54764	0.71248
26354	GNL3	0.0023939	0.4689	7.7716e-16	3.8959e-07	0.37933	0.61885	0.12446	0.0068807	0.01172	9.0074e-11	0.18605	0.47553
55830	GLT8D1	0.0022253	0.30703	6.4948e-15	5.5134e-07	0.46748	0.73908	0.17693	0.0058751	0.020421	1.0204e-10	0.5885	0.83767
28972	SPCS1	0.0035447	0.29802	2.7756e-16	1.2034e-06	0.62611	0.9488	0.27552	0.0031918	0.011625	9.2685e-11	0.53616	0.85147
6787	NEK4	0.0038261	0.34013	1.3933e-14	9.9128e-07	0.45634	0.6031	0.2451	0.0071781	0.012249	3.0119e-10	0.48925	0.62219
3697	ITIH1	0.0040014	0.79461	2.4036e-14	1.6927e-06	0.32279	0.6383	0.11489	0.0072419	0.019313	3.0053e-10	0.53044	0.65715
3699	ITIH3	0.0014548	0.46594	9.4369e-15	0.0018613	0.25175	0.57782	0.10558	0.11488	0.28817	3.9185e-05	0.19946	0.10751
3700	ITIH4	0.0012216	0.92178	2.5535e-15	1.0368e-05	0.0046313	0.16253	0.0065078	0.017593	0.019539	3.4313e-05	0.21486	0.26881
389125	MUSTN1	0.0017297	0.87554	6.8279e-15	1.6725e-07	0.0034861	0.13965	0.0057888	0.0094182	0.012303	2.0483e-07	0.1892	0.35586
100526772	TMEM110-MUSTN1	0.0014801	0.93806	3.3418e-14	3.5824e-07	0.0040859	0.17396	0.0098695	0.045402	0.050406	5.6062e-07	0.15875	0.49269
375346	TMEM110	0.0015292	0.92442	5e-10	4.3932e-07	0.0044079	0.18468	0.010729	0.044544	0.04939	5.1826e-07	0.1715	0.52534
51460	SFMBT1	0.015312	0.70623	2.9574e-13	2.8613e-06	0.00488	0.069003	0.027945	0.016606	0.0025818	7.6645e-08	0.23789	0.45153
91869	RFT1	0.01291	0.26069	0.001876	0.0013313	0.041215	0.17161	0.40581	0.58884	0.27953	0.08989	0.38952	0.16741
5580	PRKCD	0.44364	0.013279	0.0090912	0.068629	0.10254	0.088357	0.21931	0.25128	0.0012839	0.067132	0.29727	0.33472
7086	TKT	0.30077	0.42413	1.8935e-05	0.064137	0.64153	0.44655	0.15624	0.37665	0.0027188	0.012007	0.6896	0.35242
55802	DCP1A	0.54786	0.034281	2.7327e-07	0.028891	0.41687	0.97895	0.51127	0.60571	0.01705	0.02968	0.36707	0.3453
776	CACNA1D	0.14479	0.00075713	0.013864	0.001961	0.20655	0.14175	0.59089	0.28502	0.44901	3.4761e-05	0.55278	0.69052
55349	CHDH	0.54049	0.56277	0.22556	0.001573	0.29434	0.048025	0.14645	0.39573	0.11465	0.40652	0.61202	0.27502
55540	IL17RB	0.44226	0.096154	0.54715	0.079045	0.22078	0.013461	0.74954	0.82351	0.22089	0.82175	0.24323	0.44438
93973	ACTR8	0.61489	0.09289	0.42909	0.49389	0.39964	0.1111	0.44458	0.91695	0.38048	0.32203	0.36254	0.58367
58515	SELK	0.63482	0.13955	0.38454	0.63963	0.53027	0.13029	0.31533	0.83552	0.40134	0.23744	0.26816	0.31606
55799	CACNA2D3	0.20032	0.57821	0.0011683	0.50762	0.64797	0.14269	0.041532	0.16602	1.3127e-05	5.2257e-05	0.024102	0.016759
57408	LRTM1	0.14976	0.14019	0.25902	0.33033	0.92929	0.69419	0.77374	0.44143	0.1261	0.73952	0.4112	0.11109
7474	WNT5A	0.60535	0.21232	0.23147	0.16111	0.84294	0.90082	0.91104	0.33844	0.18126	0.44927	0.045466	0.927
26059	ERC2	0.50486	0.49306	0.0031788	0.92562	0.18682	0.87546	0.00098166	0.43431	0.0033819	0.083733	0.055527	0.12386
285331	CCDC66	0.12745	0.022036	0.014001	0.34708	0.99286	0.22003	0.54742	0.2757	0.035532	5.3989e-06	0.21249	0.3954
23272	FAM208A	0.09968	0.045946	0.0031901	0.22442	0.98804	0.27742	0.55297	0.32844	0.032364	0.00017794	0.23553	0.27778
50650	ARHGEF3	0.18715	0.10776	0.0034057	0.28185	0.58054	0.0037351	0.92377	0.039566	0.24889	0.036764	0.053472	0.89069
353324	SPATA12	0.61526	0.82588	0.98607	0.42924	0.59287	0.32101	0.93043	0.082253	0.21293	0.29143	0.08083	0.88259
54756	IL17RD	0.51537	0.22501	0.65781	0.45733	0.86388	0.83849	0.67504	0.020683	0.065902	0.52009	0.036729	0.54531
8820	HESX1	0.24526	0.81529	0.11276	0.14971	0.35693	0.53064	0.39702	0.33203	0.22626	0.47872	0.022131	0.83776
26060	APPL1	0.32822	0.9119	0.087651	0.50344	0.44885	0.67734	0.37976	0.31816	0.082067	0.74813	0.0021266	0.72005
142686	ASB14	0.47233	0.69576	0.14173	0.51985	0.34797	0.73128	0.47448	0.46302	0.15229	0.58144	0.00063035	0.63357
201625	DNAH12	0.73694	0.90833	0.0059294	0.2713	0.47018	0.85834	0.68759	0.54914	0.13409	0.0060812	0.045074	0.23271
201626	PDE12	0.66956	0.61542	0.085123	0.74186	0.84213	0.18506	0.22776	0.54824	0.011409	0.0036343	0.022167	0.27539
378	ARF4	0.63403	0.53132	0.038888	0.66791	0.81711	0.13737	0.21281	0.50868	0.0071976	0.0079117	0.018214	0.29085
201627	DENND6A	0.82141	0.65937	0.088535	0.88357	0.88491	0.20797	0.33255	0.43147	0.022552	0.0094146	0.071125	0.29755
7871	SLMAP	0.67175	0.51829	0.19861	0.18616	0.43523	0.6673	0.31846	0.018037	0.01276	0.037669	0.0052613	0.13274
2317	FLNB	0.92014	0.85324	0.13337	0.20579	0.3262	0.90346	0.35175	0.96805	0.41645	0.38924	0.17569	0.99651
1776	DNASE1L3	0.97685	0.88045	0.083335	0.40008	0.097299	0.3554	0.55416	0.64376	0.13509	0.6549	0.49515	0.9353
57406	ABHD6	0.29268	0.73762	0.1154	0.015288	0.3239	0.77318	0.51068	0.51784	0.43147	0.47386	0.51878	0.86675
11102	RPP14	0.15484	0.20682	0.020734	0.019346	0.50424	0.89273	0.13197	0.25997	0.16789	0.4683	0.64946	0.68643
54899	PXK	0.17118	0.50123	0.040926	0.077536	0.39549	0.89743	0.18492	0.17495	0.069729	0.68156	0.54108	0.4025
5162	PDHB	0.1056	0.35316	0.023913	0.040621	0.353	0.94537	0.13128	0.19594	0.15906	0.6963	0.69348	0.45101
200845	KCTD6	0.3721	0.46777	0.20203	0.055259	0.07757	0.87767	0.45407	0.1791	0.34769	0.51839	0.0054142	0.0061788
8309	ACOX2	0.44663	0.72448	0.31346	0.078446	0.21603	0.84268	0.11564	0.65162	0.61714	0.51424	0.14118	0.17695
11170	FAM107A	0.47215	0.53783	0.51135	0.86543	0.61297	0.22536	0.81126	0.77012	0.30058	0.24691	0.13441	0.75918
131177	FAM3D	0.71998	0.48001	0.56709	0.77112	0.8019	0.47977	0.23849	0.54934	0.29133	0.48672	0.45473	0.5564
200844	C3orf67	0.54113	0.80692	0.0064319	0.98149	0.27037	0.72521	0.21229	0.54849	0.49918	0.33379	0.41676	0.010243
2272	FHIT	0.20453	0.15735	2.4037e-08	0.091044	0.24016	0.18411	0.25405	0.0014253	0.001929	0.0043876	0.17979	0.11439
5793	PTPRG	0.54528	0.048888	0.0040428	0.63031	0.81729	0.043675	0.51436	0.010499	0.0015429	0.0060528	0.92138	0.50943
57415	C3orf14	0.21902	0.054165	0.046234	0.26162	0.44892	0.99543	0.093113	0.089374	0.12947	0.046828	0.68754	0.85004
55079	FEZF2	0.42488	NA	0.53102	0.085688	0.50761	0.34133	0.46571	0.29456	0.16845	0.31897	0.53114	0.11558
8618	CADPS	0.084976	0.25601	0.0018607	0.0028003	0.37517	0.37615	0.86164	0.25702	0.017597	0.0058189	0.0091652	0.87196
132204	SYNPR	0.39825	0.82408	0.011107	0.88839	0.058947	0.052701	0.95919	0.56632	0.55336	0.012463	0.44716	0.40565
132203	SNTN	0.16036	0.34074	0.13426	0.45055	0.92651	0.82905	0.65836	0.69386	0.58703	0.095899	0.043663	0.12466
80145	THOC7	0.12303	0.22984	9.3847e-07	0.0036565	0.051033	0.7729	0.65898	0.52337	0.010896	0.3264	0.098591	0.20319
6314	ATXN7	0.17084	0.61817	4.8214e-08	0.00043361	0.069225	0.80272	0.52481	0.72768	0.039707	0.019864	0.045907	0.45189
9861	PSMD6	0.37879	0.50314	2.5429e-06	0.0043139	0.15182	0.31961	0.49542	0.67859	0.053682	0.0336	0.14708	0.68047
166336	PRICKLE2	0.11067	0.20303	1.4944e-07	0.011422	0.089864	0.070928	0.68493	0.72675	0.43529	0.015738	0.64556	0.3987
56999	ADAMTS9	0.47379	0.03189	0.3155	0.62835	0.38734	0.28918	0.51092	0.43227	0.27751	0.35525	0.63524	0.69425
9223	MAGI1	0.96624	0.16806	0.28813	0.20871	0.92636	0.078258	0.14633	0.064659	0.0003144	0.012797	0.8032	0.22913
26018	LRIG1	0.21777	0.52016	0.097585	0.80812	0.38825	0.7344	0.44772	0.52779	0.13522	0.45431	0.8997	0.17669
84541	KBTBD8	0.95101	0.34742	0.033427	0.91871	0.78047	0.35759	0.83496	0.55489	0.83354	0.58652	0.89947	0.42441
8801	SUCLG2	0.11731	0.50627	0.0013272	0.72919	0.031222	0.16766	0.36135	0.45218	0.012055	0.63251	0.63966	0.16022
407738	FAM19A1	0.30973	0.17756	0.095205	0.057241	0.84089	0.68613	0.83828	0.49521	6.2981e-06	0.067462	0.26665	0.53853
