"","CellType","annotLevel","p","fold_change","sd_from_mean","q","hit.cells","geneSizeControl","list"
"850","GE_RG_STMN2_SOX5",2,0.7026,0.84839595618937,-0.578217191046961,0.972886486486486,0.119064546308561,FALSE,"GWAS::ADHD 2019"
"851","Cls_FGF17_LGI1",2,0.706,0.838723629664452,-0.459925540640558,0.972886486486486,0.0922734059484676,FALSE,"GWAS::ADHD 2019"
"852","PC_SFRP2",2,0.7081,0.863548436609315,-0.550025127608715,0.972886486486486,0.0828833911566247,FALSE,"GWAS::ADHD 2019"
"853","ExN_TSHZ2_NR4A3",2,0.71045,0.774996454100362,-0.568382458664883,0.972886486486486,0.124624881761235,FALSE,"GWAS::ADHD 2019"
"854","PC_TCF7L2",2,0.72715,0.824512955546787,-0.505200705713359,0.972886486486486,0.0825610688732478,FALSE,"GWAS::ADHD 2019"
"855","inIPC_DLX1_NR2F2",2,0.7282,0.862744806861106,-0.631035268096738,0.972886486486486,0.108371078888077,FALSE,"GWAS::ADHD 2019"
"856","IPC_EOMES_NHLH1_up",2,0.7553,0.841138956350505,-0.616017335723681,0.972886486486486,0.0762883369064205,FALSE,"GWAS::ADHD 2019"
"857","NESC_RSPO3_TEX15",2,0.7741,0.828437192251,-0.686710675073308,0.972886486486486,0.0830811731635,FALSE,"GWAS::ADHD 2019"
"858","oRG_HOPX_APOE",2,0.7814,0.762121221801035,-0.71050247035836,0.972886486486486,0.0976064433127813,FALSE,"GWAS::ADHD 2019"
"859","ExN_CUX2_ADRA2A",2,0.7876,0.811157667326831,-0.740959717839705,0.972886486486486,0.0938870852995042,FALSE,"GWAS::ADHD 2019"
"860","GE_RG_HMGA2_NR2F2",2,0.7958,0.845374265103556,-0.83278043786281,0.972886486486486,0.0869582326733596,FALSE,"GWAS::ADHD 2019"
"861","IPC_TCF7L2",2,0.79765,0.746316086540161,-0.819071904065949,0.972886486486486,0.0733631072500347,FALSE,"GWAS::ADHD 2019"
"862","InN_LHX6_MAF",2,0.7992,0.811595677370133,-0.787924571706525,0.972886486486486,0.0710149924328782,FALSE,"GWAS::ADHD 2019"
"863","Neu_TAGLN3_NRN1",2,0.8023,0.773117237014242,-0.52905297552092,0.972886486486486,0.070954975263365,FALSE,"GWAS::ADHD 2019"
"864","vRG_HMGA2_CCND1",2,0.81245,0.803508270662045,-0.867464796809879,0.972886486486486,0.0817583838517684,FALSE,"GWAS::ADHD 2019"
"865","RB_HBA1_SNCA",2,0.81945,0.688057928650219,-0.477031455676682,0.972886486486486,0.0696607542578559,FALSE,"GWAS::ADHD 2019"
"866","PC_TTR",2,0.81945,0.694142885540672,-0.571137077478619,0.972886486486486,0.0793214108838662,FALSE,"GWAS::ADHD 2019"
"867","GE_RG_NKX2_1_OLIG1",2,0.8228,0.805626843893402,-0.905190724569005,0.972886486486486,0.0785077628905292,FALSE,"GWAS::ADHD 2019"
"868","ExN_SOX5_ID2",2,0.83045,0.785346052182062,-0.894506138243558,0.972886486486486,0.076073006515855,FALSE,"GWAS::ADHD 2019"
"869","ExN_SOX5_NR4A2_GRID2",2,0.83705,0.724282886834644,-0.813105927612519,0.972886486486486,0.0831555111077585,FALSE,"GWAS::ADHD 2019"
"870","InN_LHX6_SST_RELN",2,0.85335,0.759537460773714,-0.886245099150307,0.972886486486486,0.0781231771267835,FALSE,"GWAS::ADHD 2019"
"871","InN_LHX6_DCN",2,0.85415,0.759863143005276,-0.875169269583453,0.972886486486486,0.0768601902140139,FALSE,"GWAS::ADHD 2019"
"872","InN_NKX2_1_CCND2",2,0.876,0.737428478023314,-0.988790217137649,0.972886486486486,0.0618453070465484,FALSE,"GWAS::ADHD 2019"
"873","NESC_RSPO3_DIRAS3",2,0.88105,0.742495440441388,-0.955273715284481,0.972886486486486,0.0718243324711839,FALSE,"GWAS::ADHD 2019"
"874","inIPC_ASCL1_GSX1",2,0.88295,0.709938979194324,-0.836282767990835,0.972886486486486,0.0563568722246286,FALSE,"GWAS::ADHD 2019"
"875","IPC_EOMES_NHLH1_deep",2,0.88505,0.744291543385608,-0.96606439054813,0.972886486486486,0.0596354717199624,FALSE,"GWAS::ADHD 2019"
"876","PC_RSPO3",2,0.9093,0.699117895542762,-0.849507224943512,0.972886486486486,0.0702684807910908,FALSE,"GWAS::ADHD 2019"
"877","ExN_CUX2_PALMD",2,0.91075,0.746812862005021,-1.12983446268519,0.972886486486486,0.0735478125317447,FALSE,"GWAS::ADHD 2019"
"878","tRG_CRYAB_MEST",2,0.9134,0.75974594927206,-1.16624904965025,0.972886486486486,0.0869247642481915,FALSE,"GWAS::ADHD 2019"
"879","inIPC_ASCL1_NKX2_1",2,0.92645,0.702107322158883,-1.20395344303877,0.972886486486486,0.0722775311310887,FALSE,"GWAS::ADHD 2019"
"880","IPC_RSPO3_NHLH1",2,0.92775,0.656858076335221,-0.84318254090126,0.972886486486486,0.0816421320552999,FALSE,"GWAS::ADHD 2019"
"881","oRG_HOPX_TNC",2,0.92925,0.723631523311871,-1.31634829154293,0.972886486486486,0.0750784173579895,FALSE,"GWAS::ADHD 2019"
"882","inIPC_ASCL1_GPX1",2,0.93035,0.705650778984845,-1.35717044750449,0.972886486486486,0.0689391705295618,FALSE,"GWAS::ADHD 2019"
"883","IPC_EOMES_NEUROG1",2,0.94095,0.706263425602393,-1.31489750921153,0.972886486486486,0.0691181697751887,FALSE,"GWAS::ADHD 2019"
"884","inIPC_ASCL1_GADD45G",2,0.94145,0.656982923875066,-1.32983592257846,0.972886486486486,0.0643883325225853,FALSE,"GWAS::ADHD 2019"
"885","vRG_SAT1_STMN2",2,0.95465,0.69453537921052,-1.57477264310383,0.972886486486486,0.0642441436505283,FALSE,"GWAS::ADHD 2019"
"886","CR_TP73",2,0.9575,0.601340130880992,-0.916362410837085,0.972886486486486,0.071318934706627,FALSE,"GWAS::ADHD 2019"
"887","ExN_SOX5_PALMD",2,0.95915,0.659769075732286,-1.42758124260405,0.972886486486486,0.0550172492002067,FALSE,"GWAS::ADHD 2019"
"888","IPC_EOMES_VIM",2,0.9642,0.683460330014096,-1.60358349631445,0.972886486486486,0.057793846226509,FALSE,"GWAS::ADHD 2019"
"889","T_PTPRC_CD69",2,0.99005,0.441269267636515,-1.19145953779205,0.99005,0.0416405951929008,FALSE,"GWAS::ADHD 2019"
"890","Immune",1,0,2.00717144855,5.98915770960559,0,8.48032501160874,FALSE,"GWAS::AD 2019"
"891","Astro",1,0.32205,1.04726759733561,0.392558257636928,0.999,4.99366799416871,FALSE,"GWAS::AD 2019"
"892","RB&Vas",1,0.4026,1.02353644379012,0.146698141638632,0.999,5.0947985928315,FALSE,"GWAS::AD 2019"
"893","Mes",1,0.44625,1.00391062007843,0.0249935578051681,0.999,3.97835988250728,FALSE,"GWAS::AD 2019"
"894","OPC&Oligo",1,0.4646,0.998185280563914,-0.0152102768433167,0.999,4.91297410054562,FALSE,"GWAS::AD 2019"
"895","Patterning_centers",1,0.6333,0.96384184680137,-0.38487368178756,0.999,3.45527111057641,FALSE,"GWAS::AD 2019"
"896","dorsal_NSC",1,0.76245,0.944862747044623,-0.719300969203997,0.999,3.41285561261447,FALSE,"GWAS::AD 2019"
"897","GE_NSC",1,0.79155,0.935476957676642,-0.815350771477532,0.999,3.76040991431049,FALSE,"GWAS::AD 2019"
"898","PAT_related_subtypes",1,0.8167,0.927304533491451,-0.894947207041881,0.999,3.42186546437993,FALSE,"GWAS::AD 2019"
"899","CR",1,0.82725,0.886071756163861,-0.922120936023932,0.999,3.76651239310895,FALSE,"GWAS::AD 2019"
"900","Inhibitory_neurons",1,0.9586,0.821626567521201,-1.57475899202643,0.999,3.18083490851082,FALSE,"GWAS::AD 2019"
"901","enIPC",1,0.9614,0.864426534175515,-1.58305739112135,0.999,2.82020589702288,FALSE,"GWAS::AD 2019"
"902","gIPC",1,0.9636,0.876353480756878,-1.65098412983944,0.999,3.67332575118694,FALSE,"GWAS::AD 2019"
"903","Excitatory_neurons",1,0.96385,0.816885921074277,-1.66954788658776,0.999,3.37476643107267,FALSE,"GWAS::AD 2019"
"904","inIPC",1,0.999,0.757474128023731,-2.58283120770521,0.999,2.67382668354651,FALSE,"GWAS::AD 2019"
"905","Microglia_PTPRC_C1QC",2,1e-04,3.05307686630954,6.37693256161617,0.0112,2.16400374426233,FALSE,"GWAS::AD 2019"
"906","T_PTPRC_CD69",2,0.00115,2.07895829679538,4.93489209532728,0.0644,0.926839142226899,FALSE,"GWAS::AD 2019"
"907","Oligo_MBP_PLP1",2,0.03885,1.71256091541191,2.27883891400241,0.99945,1.38678049770525,FALSE,"GWAS::AD 2019"
"908","InN_NR2F2_VIP",2,0.0601,1.26894708538206,1.65761778499353,0.99945,0.878485225730272,FALSE,"GWAS::AD 2019"
"909","GE_RG_HOPX_NRG1",2,0.06955,1.29295222559584,1.59730627401227,0.99945,0.784949515171151,FALSE,"GWAS::AD 2019"
"910","InN_SP8_VIP",2,0.0876,1.22630454120561,1.39724894883794,0.99945,0.80456324958571,FALSE,"GWAS::AD 2019"
"911","OPC_PCDH15_COL9A1",2,0.09435,1.32096024202817,1.4195492384421,0.99945,0.989390165000506,FALSE,"GWAS::AD 2019"
"912","Astro_MFGE8",2,0.0946,1.22981277084521,1.38250936209338,0.99945,0.851390046157648,FALSE,"GWAS::AD 2019"
"913","PC_TCF7L2",2,0.10165,1.15413791124212,0.978154123999093,0.99945,0.542053789243403,FALSE,"GWAS::AD 2019"
"914","RB_HBA1_SNCA",2,0.116,1.31658119162609,1.06130473164067,0.99945,0.619546144785444,FALSE,"GWAS::AD 2019"
"915","ExN_SOX5_OPRK1_NR4A2",2,0.1188,1.2577136257069,1.08086597478036,0.99945,0.888888817757117,FALSE,"GWAS::AD 2019"
"916","RB_HBA1_HBE1",2,0.1276,1.36239504754589,0.752501405699596,0.99945,0.575616423883108,FALSE,"GWAS::AD 2019"
"917","SMC_ACTA2",2,0.15505,1.27522298461551,0.963696127483912,0.99945,0.984705954945791,FALSE,"GWAS::AD 2019"
"918","Astro_GFAP",2,0.17935,1.13838828781231,0.834327830796215,0.99945,0.780156056883493,FALSE,"GWAS::AD 2019"
"919","GE_RG_HOPX_STMN1",2,0.18265,1.08839430607251,0.839887688118932,0.99945,0.621465106918686,FALSE,"GWAS::AD 2019"
"920","GE_RG_CRYAB",2,0.2034,1.10856390944077,0.799598727923858,0.99945,0.776698446113395,FALSE,"GWAS::AD 2019"
"921","oRG_HOPX_APOE",2,0.20665,1.10879835253276,0.696677952130825,0.99945,0.668324752239896,FALSE,"GWAS::AD 2019"
"922","GE_Ependymal_FOXJ1",2,0.21495,1.11120719663448,0.712990278100629,0.99945,0.80897787834778,FALSE,"GWAS::AD 2019"
"923","Mesenchymal_FOXD3_PLP1",2,0.2369,1.07677944802395,0.237389552441202,0.99945,0.592200139514939,FALSE,"GWAS::AD 2019"
"924","PC_FGF17",2,0.24625,1.05473350093829,0.385238107443751,0.99945,0.516829031704829,FALSE,"GWAS::AD 2019"
"925","PC_TTR",2,0.24955,1.07247782701006,0.287909718353489,0.99945,0.577907606803608,FALSE,"GWAS::AD 2019"
"926","Pericyte_GRM8",2,0.2592,1.17671699162338,0.549134216140982,0.99945,1.06497847530792,FALSE,"GWAS::AD 2019"
"927","PC_SFRP1",2,0.28155,1.05508655017396,0.554477443335837,0.99945,0.523482869420575,FALSE,"GWAS::AD 2019"
"928","InN_GNRH1",2,0.2853,1.02391554029982,0.106910576573673,0.99945,0.495139046170143,FALSE,"GWAS::AD 2019"
"929","RGC_FABP7_PMP22",2,0.32345,1.03670959715365,0.339729096237859,0.99945,0.509550841129651,FALSE,"GWAS::AD 2019"
"930","Cls_GSX2_B3GAT2",2,0.32585,1.03855227040115,0.415647802321419,0.99945,0.487437165129385,FALSE,"GWAS::AD 2019"
"931","InN_LHX8_ZIC1",2,0.3307,0.998533512943393,-0.00592270036154073,0.99945,0.427376410544712,FALSE,"GWAS::AD 2019"
"932","ExN_SOX5_PALMD",2,0.34475,1.03299621148752,0.304413103286239,0.99945,0.403311323661792,FALSE,"GWAS::AD 2019"
"933","Astro_EGFR",2,0.34725,1.04391448018249,0.262098800673872,0.99945,0.649009204710343,FALSE,"GWAS::AD 2019"
"934","Cls_FGF17_LGI1",2,0.34745,1.02163885408367,0.135012837542476,0.99945,0.527631197985408,FALSE,"GWAS::AD 2019"
"935","PC_NKX2_1_NKX6_2",2,0.35195,1.02440832414134,0.171941139794457,0.99945,0.506207415017818,FALSE,"GWAS::AD 2019"
"936","Mesenchymal_LUM_CYTL1",2,0.3698,1.03696068983917,0.15016844918367,0.99945,0.633452565436932,FALSE,"GWAS::AD 2019"
"937","vRG_HMGA2_CCND1",2,0.37315,1.02770398723491,0.265792600643564,0.99945,0.491413473246052,FALSE,"GWAS::AD 2019"
"938","GE_RG_HMGA2_NKX6_2",2,0.3883,1.02300654312577,0.237983512465674,0.99945,0.458511961090676,FALSE,"GWAS::AD 2019"
"939","InN_HMX1",2,0.40055,0.999647176239189,-0.00163548059367715,0.99945,0.422096089509391,FALSE,"GWAS::AD 2019"
"940","CR_ETV1",2,0.40545,0.997607284222463,-0.0132330100974392,0.99945,0.541107101257001,FALSE,"GWAS::AD 2019"
"941","GE_RG_NKX2_1_DLK1",2,0.41,1.01867635714752,0.1901140160894,0.99945,0.484684813144843,FALSE,"GWAS::AD 2019"
"942","vRG_SAT1_STMN2",2,0.42145,1.01480657590127,0.167208558594641,0.99945,0.441197201192682,FALSE,"GWAS::AD 2019"
"943","NESC_RSPO3_TEX15",2,0.42815,1.00713230225988,0.0616180023913106,0.99945,0.474841646139203,FALSE,"GWAS::AD 2019"
"944","tRG_CRYAB_MEST",2,0.43305,1.00729486627119,0.0760708930735843,0.99945,0.542095569510855,FALSE,"GWAS::AD 2019"
"945","PC_NKX2_1_LMO1",2,0.435,1.00986197563508,0.0922473212039161,0.99945,0.491184398077777,FALSE,"GWAS::AD 2019"
"946","Endothelial_CLDN5_RGS5",2,0.4396,1.0065078586114,0.0238849800476991,0.99945,0.871243805549831,FALSE,"GWAS::AD 2019"
"947","GE_RG_STMN2_SOX5",2,0.44945,1.00534270730629,0.0443860570897469,0.99945,0.664536901550775,FALSE,"GWAS::AD 2019"
"948","PC_SFRP2",2,0.45075,1.00539713198452,0.047321903241975,0.99945,0.452564323388171,FALSE,"GWAS::AD 2019"
"949","oRG_HOPX_TNC",2,0.4545,1.00457548794772,0.0475356376316779,0.99945,0.49019264611784,FALSE,"GWAS::AD 2019"
"950","aIPC_IGFBP2",2,0.4633,0.997270554253409,-0.0204267292743607,0.99945,0.619846448495303,FALSE,"GWAS::AD 2019"
"951","ExN_SOX5_ID2",2,0.4698,1.00083882151412,0.00760609971554583,0.99945,0.453775579513241,FALSE,"GWAS::AD 2019"
"952","PC_RSPO3",2,0.4708,0.978604159290103,-0.13512542565691,0.99945,0.460805554287909,FALSE,"GWAS::AD 2019"
"953","InN_SFRP2_MEIS2",2,0.48475,0.986873498957556,-0.101472563924213,0.99945,0.389370124880953,FALSE,"GWAS::AD 2019"
"954","CR_TP73",2,0.5005,0.952872480672472,-0.236687846065121,0.99945,0.529955265925026,FALSE,"GWAS::AD 2019"
"955","VLMC_PTGDS_DSP",2,0.5157,0.908805051895245,-0.279439482884706,0.99945,0.741968743539821,FALSE,"GWAS::AD 2019"
"956","GE_CR_ZFHX3",2,0.5196,0.977514965524707,-0.184683148962378,0.99945,0.468483241380911,FALSE,"GWAS::AD 2019"
"957","InN_FOXP1_ISL1",2,0.5219,0.962598948412888,-0.219532816569259,0.99945,0.438159108435898,FALSE,"GWAS::AD 2019"
"958","IPC_EOMES_NHLH1_deep",2,0.5268,0.976910397385835,-0.188863649236659,0.99945,0.3663959912504,FALSE,"GWAS::AD 2019"
"959","Endothelial_CLDN5_FLT1",2,0.5319,0.930166554042156,-0.242693354641699,0.99945,0.726397358588343,FALSE,"GWAS::AD 2019"
"960","GE_RG_HMGA2_NR2F2",2,0.54545,0.987020781719853,-0.152864575402193,0.99945,0.476784759192858,FALSE,"GWAS::AD 2019"
"961","Neu_TAGLN3_NRN1",2,0.5737,0.94517315320414,-0.272859328970768,0.99945,0.405649815933978,FALSE,"GWAS::AD 2019"
"962","ExN_CUX2_ACTN2",2,0.57525,0.962415279652124,-0.280229211515783,0.99945,0.575899158348986,FALSE,"GWAS::AD 2019"
"963","Cls_RSPO3_SOX1",2,0.59855,0.956330019398443,-0.31441201451593,0.99945,0.469772078057643,FALSE,"GWAS::AD 2019"
"964","NESC_RSPO3_DIRAS3",2,0.59895,0.961422421285399,-0.312093405129581,0.99945,0.436646758284816,FALSE,"GWAS::AD 2019"
"965","IPC_RSPO3_NHLH1",2,0.60405,0.921869652554703,-0.423542459268685,0.99945,0.53757373506361,FALSE,"GWAS::AD 2019"
"966","InN_NR2F2_CRH",2,0.62455,0.953783356322567,-0.385514568799064,0.99945,0.496043844093152,FALSE,"GWAS::AD 2019"
"967","GE_RG_NKX2_1_OLIG1",2,0.6416,0.962023739048542,-0.386831654389975,0.99945,0.440299649670651,FALSE,"GWAS::AD 2019"
"968","inIPC_ASCL1_DLX1",2,0.65885,0.947008865975831,-0.461002157716836,0.99945,0.357504583248308,FALSE,"GWAS::AD 2019"
"969","PC_NKX2_1_RAX",2,0.66315,0.940673788799991,-0.443967164745199,0.99945,0.423032672999017,FALSE,"GWAS::AD 2019"
"970","OPC_PDGFRA",2,0.66695,0.918899157477535,-0.523365619215345,0.99945,0.594704833072007,FALSE,"GWAS::AD 2019"
"971","InN_SP8_CRH",2,0.71975,0.917144838140031,-0.615045954328059,0.99945,0.502717641757298,FALSE,"GWAS::AD 2019"
"972","IPC_TCF7L2",2,0.73355,0.908880850286561,-0.641087382212901,0.99945,0.418337062609655,FALSE,"GWAS::AD 2019"
"973","IPC_EOMES_NHLH1_up",2,0.7338,0.925448201294494,-0.630660035225871,0.99945,0.393431095086828,FALSE,"GWAS::AD 2019"
"974","ExN_TSHZ2_NR4A3",2,0.7421,0.878460187739678,-0.666091420790068,0.99945,0.661032728428474,FALSE,"GWAS::AD 2019"
"975","IPC_EOMES_VIM",2,0.74495,0.940387254874756,-0.667534821366645,0.99945,0.372860339176807,FALSE,"GWAS::AD 2019"
"976","ExN_SOX5_SYT6",2,0.7459,0.91053924374462,-0.689732059881281,0.99945,0.451976846284525,FALSE,"GWAS::AD 2019"
"977","Neu_TAGLN3_ONECUT2",2,0.7466,0.908879188770725,-0.629926869471027,0.99945,0.498709553910764,FALSE,"GWAS::AD 2019"
"978","inIPC_ASCL1_SFRP2",2,0.76075,0.9116473472617,-0.670591458908835,0.99945,0.321018815449273,FALSE,"GWAS::AD 2019"
"979","ExN_SOX5_KCNV1",2,0.78255,0.902648502246087,-0.790722682603449,0.99945,0.501981216918666,FALSE,"GWAS::AD 2019"
"980","IPC_FGF17",2,0.79115,0.871416826593974,-0.755167370741236,0.99945,0.383039547328319,FALSE,"GWAS::AD 2019"
"981","InN_FOXP1_PENK",2,0.8025,0.849592652793634,-0.677952933275566,0.99945,0.502703494299026,FALSE,"GWAS::AD 2019"
"982","gIPC_EGFR",2,0.8057,0.900326546307744,-0.820675792664455,0.99945,0.512898907026725,FALSE,"GWAS::AD 2019"
"983","inIPC_ASCL1_GPX1",2,0.8347,0.903937984743305,-0.966108981964033,0.99945,0.415415567812918,FALSE,"GWAS::AD 2019"
"984","InN_SIX3_ZFHX3",2,0.83565,0.896519184145576,-0.873399316582265,0.99945,0.358335100995565,FALSE,"GWAS::AD 2019"
"985","inIPC_ASCL1_GSX1",2,0.84685,0.86744071127465,-0.836694899475741,0.99945,0.323130058530488,FALSE,"GWAS::AD 2019"
"986","ExN_SOX5_NR4A2_GRID2",2,0.86315,0.842562223957372,-0.997303821532129,0.99945,0.454014204848132,FALSE,"GWAS::AD 2019"
"987","Cls_LHX9_EBF1",2,0.86625,0.799287431280879,-1.05894287397515,0.99945,0.374698551221668,FALSE,"GWAS::AD 2019"
"988","oIPC_DLL1",2,0.89185,0.863695328447874,-1.05758975696513,0.99945,0.447364581060979,FALSE,"GWAS::AD 2019"
"989","ExN_CUX2_ADRA2A",2,0.9045,0.860784011742147,-1.1828994733395,0.99945,0.467097848446307,FALSE,"GWAS::AD 2019"
"990","ExN_SOX5_OPRK1_SULF1",2,0.9236,0.739830949759219,-1.25963431799106,0.99945,0.579370931767154,FALSE,"GWAS::AD 2019"
"991","inIPC_ASCL1_GADD45G",2,0.9308,0.83693086719835,-1.38530393250199,0.99945,0.385316222113294,FALSE,"GWAS::AD 2019"
"992","tRG_CRYAB_FNDC1",2,0.934,0.825314965369032,-1.25898921871703,0.99945,0.561037227761552,FALSE,"GWAS::AD 2019"
"993","ExN_CUX2_PALMD",2,0.94675,0.852759764645475,-1.45469901834568,0.99945,0.393999533329767,FALSE,"GWAS::AD 2019"
"994","InN_SP8_MEIS2_RND3",2,0.95105,0.852350474718624,-1.50481108486811,0.99945,0.337042234652402,FALSE,"GWAS::AD 2019"
"995","IPC_EOMES_NEUROG1",2,0.9515,0.849355960871134,-1.47940093328805,0.99945,0.389565420295951,FALSE,"GWAS::AD 2019"
"996","InN_ZIC1_ZIC2",2,0.95295,0.806765533115854,-1.3733761436126,0.99945,0.371716431469337,FALSE,"GWAS::AD 2019"
"997","InN_NR2F2_LAMP5",2,0.953,0.798880535511631,-1.42461214915969,0.99945,0.478291850238466,FALSE,"GWAS::AD 2019"
"998","Ependymal_FOXJ1",2,0.9618,0.618337983322925,-1.19315349435283,0.99945,0.547734427677282,FALSE,"GWAS::AD 2019"
"999","OPC_PDGFRA_MKI67",2,0.96725,0.795599111767277,-1.58957524269172,0.99945,0.563628079693079,FALSE,"GWAS::AD 2019"
"1000","InN_NR2F2_SP8",2,0.968,0.840442601409302,-1.72460223748639,0.99945,0.367532656422098,FALSE,"GWAS::AD 2019"
"1001","InN_LHX6_MAF",2,0.9696,0.819165952563115,-1.6560528788808,0.99945,0.336525800072429,FALSE,"GWAS::AD 2019"
"1002","InN_LHX6_SST_RELN",2,0.9769,0.795199711842132,-1.66178626864901,0.99945,0.382809516260863,FALSE,"GWAS::AD 2019"
"1003","InN_LHX6_DCN",2,0.97805,0.79386929566564,-1.65818001503111,0.99945,0.375789121325634,FALSE,"GWAS::AD 2019"
"1004","inIPC_ASCL1_SP8",2,0.98105,0.808813871313403,-1.88745497057633,0.99945,0.368557938944729,FALSE,"GWAS::AD 2019"
"1005","IPC_RSPO3_NEUROG1",2,0.98325,0.659730465539433,-1.06479617718809,0.99945,0.386190278212779,FALSE,"GWAS::AD 2019"
"1006","InN_LHX6_CCK",2,0.9842,0.800719738812153,-1.90600036661748,0.99945,0.401553879778129,FALSE,"GWAS::AD 2019"
"1007","InN_LHX6_GUCY1A2",2,0.98625,0.68025817285755,-1.64936765290162,0.99945,0.557427643502358,FALSE,"GWAS::AD 2019"
"1008","gIPC_EGFR_MKI67",2,0.9872,0.803368213895558,-1.94788243660362,0.99945,0.495410097191225,FALSE,"GWAS::AD 2019"
"1009","InN_NR2F2_SP8_KIT",2,0.9878,0.730421791787102,-1.71254405219625,0.99945,0.500056610666022,FALSE,"GWAS::AD 2019"
"1010","InN_NKX2_1_CCND2",2,0.9893,0.76481132638615,-1.93114510651071,0.99945,0.301469052214949,FALSE,"GWAS::AD 2019"
"1011","InN_FOXP2_TSHZ1",2,0.99085,0.780916079969631,-1.84924945184695,0.99945,0.385538864625995,FALSE,"GWAS::AD 2019"
"1012","InN_SP8_PAX6",2,0.99225,0.765003893280278,-2.04646979404959,0.99945,0.328402973406718,FALSE,"GWAS::AD 2019"
"1013","InN_LHX6_CRABP1",2,0.9929,0.747471369988975,-1.33153482676469,0.99945,0.405174200858588,FALSE,"GWAS::AD 2019"
"1014","InN_LHX6_SST_NPY",2,0.9951,0.692341735029431,-1.50166606353944,0.99945,0.441912070218509,FALSE,"GWAS::AD 2019"
"1015","inIPC_ASCL1_NKX2_1",2,0.99785,0.739194523096675,-2.32043974817212,0.99945,0.357263735016081,FALSE,"GWAS::AD 2019"
"1016","inIPC_DLX1_NR2F2",2,0.99945,0.742750401144155,-2.60013891242891,0.99945,0.437832533641024,FALSE,"GWAS::AD 2019"
"1017","Patterning_centers",1,0.04615,1.18751147990561,1.79272949754171,0.370875,3.34617995558611,FALSE,"GWAS::AN 2019"
"1018","PAT_related_subtypes",1,0.04945,1.16072707935724,1.78066238703114,0.370875,3.36858450460562,FALSE,"GWAS::AN 2019"
"1019","GE_NSC",1,0.12825,1.10374155305652,1.15117364559672,0.54675,3.48963726607386,FALSE,"GWAS::AN 2019"
"1020","dorsal_NSC",1,0.1458,1.09090706910428,1.05754364216211,0.54675,3.09731301033247,FALSE,"GWAS::AN 2019"
"1021","Astro",1,0.2333,1.09482264573152,0.698832413186319,0.6999,4.10928205336684,FALSE,"GWAS::AN 2019"
"1022","RB&Vas",1,0.39465,1.02842222982956,0.157290909065698,0.94125,4.03054376082796,FALSE,"GWAS::AN 2019"
"1023","enIPC",1,0.43925,1.00595149182645,0.0617891372952523,0.94125,2.58191189343125,FALSE,"GWAS::AN 2019"
"1024","CR",1,0.51205,0.980129265930521,-0.143333346495416,0.9431,3.27875337341212,FALSE,"GWAS::AN 2019"
"1025","gIPC",1,0.6082,0.971635207332804,-0.3330592671045,0.9431,3.20621547834072,FALSE,"GWAS::AN 2019"
"1026","Mes",1,0.7384,0.875880492355699,-0.703568312003578,0.9431,2.73216102599477,FALSE,"GWAS::AN 2019"
"1027","inIPC",1,0.74025,0.929848138252766,-0.660389948074438,0.9431,2.58013980162111,FALSE,"GWAS::AN 2019"
"1028","OPC&Oligo",1,0.79465,0.886819353314527,-0.841292586994328,0.9431,3.44003137164538,FALSE,"GWAS::AN 2019"
"1029","Immune",1,0.91545,0.761152033644839,-1.26173494501863,0.9431,2.52863024491063,FALSE,"GWAS::AN 2019"
"1030","Excitatory_neurons",1,0.91605,0.83748155730202,-1.31143489326915,0.9431,2.724739839781,FALSE,"GWAS::AN 2019"
"1031","Inhibitory_neurons",1,0.9431,0.816057042926698,-1.46077800415456,0.9431,2.48587634834136,FALSE,"GWAS::AN 2019"
"1032","RB_HBA1_SNCA",2,0.00565,2.74060262467553,5.25025182163423,0.483466666666667,1.01644767724228,FALSE,"GWAS::AN 2019"
"1033","PC_SFRP1",2,0.0102,1.28374384349461,2.53536321865611,0.483466666666667,0.500892018586742,FALSE,"GWAS::AN 2019"
"1034","Cls_GSX2_B3GAT2",2,0.01295,1.25680463761158,2.46597129446351,0.483466666666667,0.463997022685116,FALSE,"GWAS::AN 2019"
"1035","PC_FGF17",2,0.0393,1.24548422490667,1.53117143334052,0.612533333333333,0.479475682263511,FALSE,"GWAS::AN 2019"
"1036","GE_RG_HMGA2_NKX6_2",2,0.04245,1.19346026704528,1.78384747995498,0.612533333333333,0.420254842497776,FALSE,"GWAS::AN 2019"
"1037","GE_RG_NKX2_1_DLK1",2,0.04495,1.19853603379992,1.79158954482199,0.612533333333333,0.44809422862915,FALSE,"GWAS::AN 2019"
"1038","RGC_FABP7_PMP22",2,0.0631,1.18099243734783,1.49292391256148,0.612533333333333,0.45680599809121,FALSE,"GWAS::AN 2019"
"1039","InN_GNRH1",2,0.06605,1.20474590155579,0.797150809906481,0.612533333333333,0.459113242115758,FALSE,"GWAS::AN 2019"
"1040","PC_NKX2_1_LMO1",2,0.06925,1.18494880588235,1.53771785196474,0.612533333333333,0.452763998955261,FALSE,"GWAS::AN 2019"
"1041","PC_TTR",2,0.07085,1.33509254467742,1.1968811340839,0.612533333333333,0.562256508050012,FALSE,"GWAS::AN 2019"
"1042","PC_NKX2_1_NKX6_2",2,0.07905,1.17637586558835,1.14272245229354,0.612533333333333,0.455980903847309,FALSE,"GWAS::AN 2019"
